REF_DATE,GEO,DGUID,Airlines,Services,Operational statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2010-05,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1865529,,,,0
2010-05,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,732973,,,,0
2010-05,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,7,,,,0
2010-05,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,21320,,,,0
2010-05,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,21320,,,,0
2010-05,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2010-05,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2105,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,7185859,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,8343098,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,21187,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,133898,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,69,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,300930,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2104,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,7180977,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,8336407,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,86.1,,,,1
2010-06,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,21187,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,133898,,,,0
2010-06,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2372892,,,,0
2010-06,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,5963514,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,1,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,4883,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,6692,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2010-06,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2010-06,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1217,,,,0
2010-06,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,1970098,,,,0
2010-06,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,2520795,,,,0
2010-06,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,451,,,,0
2010-06,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,731,,,,0
2010-06,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,29,,,,0
2010-06,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,75903,,,,0
2010-06,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1212,,,,0
2010-06,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,1954068,,,,0
2010-06,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,2504765,,,,0
2010-06,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,78,,,,1
2010-06,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,451,,,,0
2010-06,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,731,,,,0
2010-06,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1943497,,,,0
2010-06,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,561268,,,,0
2010-06,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,5,,,,0
2010-06,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,16030,,,,0
2010-06,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,16030,,,,0
2010-06,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2010-06,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2335,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,8105608,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,9395260,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,22776,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,144843,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,78,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,333814,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2334,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,8101146,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,9390527,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,86.3,,,,1
2010-07,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,22776,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,144843,,,,0
2010-07,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2758543,,,,0
2010-07,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,6631984,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,1,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,4461,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,4733,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2010-07,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2010-07,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1357,,,,0
2010-07,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2256058,,,,0
2010-07,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,2794507,,,,0
2010-07,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,435,,,,0
2010-07,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,723,,,,0
2010-07,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,31,,,,0
2010-07,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,84235,,,,0
2010-07,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1350,,,,0
2010-07,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2235102,,,,0
2010-07,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,2773551,,,,0
2010-07,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,80.6,,,,1
2010-07,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,435,,,,0
2010-07,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,723,,,,0
2010-07,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,2164730,,,,0
2010-07,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,608821,,,,0
2010-07,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,7,,,,0
2010-07,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,20956,,,,0
2010-07,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,20956,,,,0
2010-07,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2010-07,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2405,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,8280344,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,9384883,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,22400,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,140565,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,78,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,338108,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2404,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,8276719,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,9380963,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,88.2,,,,1
2010-08,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,22400,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,140565,,,,0
2010-08,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2779456,,,,0
2010-08,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,6601507,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,1,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,3624,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,3920,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2010-08,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2010-08,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1398,,,,0
2010-08,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2313153,,,,0
2010-08,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,2814396,,,,0
2010-08,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,434,,,,0
2010-08,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,717,,,,0
2010-08,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,32,,,,0
2010-08,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,84621,,,,0
2010-08,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1391,,,,0
2010-08,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2292356,,,,0
2010-08,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,2793598,,,,0
2010-08,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,82.1,,,,1
2010-08,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,434,,,,0
2010-08,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,717,,,,0
2010-08,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,2196321,,,,0
2010-08,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,597277,,,,0
2010-08,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,8,,,,0
2010-08,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,20798,,,,0
2010-08,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,20798,,,,0
2010-08,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2010-08,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2000,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,6998786,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,8365949,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,21265,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,122789,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,69,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,306079,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,1997,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,6995493,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,8362396,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,83.7,,,,1
2010-09,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,21265,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,122789,,,,0
2010-09,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2304941,,,,0
2010-09,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,6057455,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,3,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,3293,,,,0
2010-09,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,3553,,,,0
